Expression	Value	Location	Type	
ucDet_APL_Rot	<array>""	0x2000'3420	UCHAR[3200]	
[3074]	0	0x2000'4022	UCHAR	
[3075]	0	0x2000'4023	UCHAR	
[3076]	0	0x2000'4024	UCHAR	
[3077]	0	0x2000'4025	UCHAR	
[3078]	0	0x2000'4026	UCHAR	
[3079]	0	0x2000'4027	UCHAR	
[3080]	0	0x2000'4028	UCHAR	
[3081]	0	0x2000'4029	UCHAR	
[3082]	0	0x2000'402a	UCHAR	
[3083]	0	0x2000'402b	UCHAR	
[3084]	0	0x2000'402c	UCHAR	
[3085]	0	0x2000'402d	UCHAR	
[3086]	0	0x2000'402e	UCHAR	
[3087]	0	0x2000'402f	UCHAR	
[3088]	0	0x2000'4030	UCHAR	
[3089]	0	0x2000'4031	UCHAR	
[3090]	0	0x2000'4032	UCHAR	
[3091]	0	0x2000'4033	UCHAR	
[3092]	0	0x2000'4034	UCHAR	
[3093]	0	0x2000'4035	UCHAR	
[3094]	0	0x2000'4036	UCHAR	
[3095]	0	0x2000'4037	UCHAR	
[3096]	0	0x2000'4038	UCHAR	
[3097]	0	0x2000'4039	UCHAR	
[3098]	0	0x2000'403a	UCHAR	
[3099]	0	0x2000'403b	UCHAR	
[3100]	0	0x2000'403c	UCHAR	
[3101]	0	0x2000'403d	UCHAR	
[3102]	0	0x2000'403e	UCHAR	
[3103]	0	0x2000'403f	UCHAR	
[3104]	0	0x2000'4040	UCHAR	
[3105]	0	0x2000'4041	UCHAR	
[3106]	0	0x2000'4042	UCHAR	
[3107]	0	0x2000'4043	UCHAR	
[3108]	0	0x2000'4044	UCHAR	
[3109]	0	0x2000'4045	UCHAR	
[3110]	0	0x2000'4046	UCHAR	
[3111]	0	0x2000'4047	UCHAR	
[3112]	0	0x2000'4048	UCHAR	
[3113]	0	0x2000'4049	UCHAR	
[3114]	0	0x2000'404a	UCHAR	
[3115]	0	0x2000'404b	UCHAR	
[3116]	0	0x2000'404c	UCHAR	
[3117]	0	0x2000'404d	UCHAR	
[3118]	0	0x2000'404e	UCHAR	
[3119]	0	0x2000'404f	UCHAR	
[3120]	0	0x2000'4050	UCHAR	
[3121]	0	0x2000'4051	UCHAR	
[3122]	0	0x2000'4052	UCHAR	
[3123]	0	0x2000'4053	UCHAR	
[3124]	0	0x2000'4054	UCHAR	
[3125]	0	0x2000'4055	UCHAR	
[3126]	0	0x2000'4056	UCHAR	
[3127]	0	0x2000'4057	UCHAR	
[3128]	0	0x2000'4058	UCHAR	
[3129]	0	0x2000'4059	UCHAR	
[3130]	0	0x2000'405a	UCHAR	
[3131]	0	0x2000'405b	UCHAR	
[3132]	0	0x2000'405c	UCHAR	
[3133]	0	0x2000'405d	UCHAR	
[3134]	0	0x2000'405e	UCHAR	
[3135]	0	0x2000'405f	UCHAR	
[3136]	0	0x2000'4060	UCHAR	
[3137]	0	0x2000'4061	UCHAR	
[3138]	0	0x2000'4062	UCHAR	
[3139]	0	0x2000'4063	UCHAR	
[3140]	0	0x2000'4064	UCHAR	
[3141]	0	0x2000'4065	UCHAR	
[3142]	0	0x2000'4066	UCHAR	
[3143]	0	0x2000'4067	UCHAR	
[3144]	0	0x2000'4068	UCHAR	
[3145]	0	0x2000'4069	UCHAR	
[3146]	0	0x2000'406a	UCHAR	
[3147]	0	0x2000'406b	UCHAR	
[3148]	0	0x2000'406c	UCHAR	
[3149]	0	0x2000'406d	UCHAR	
[3150]	0	0x2000'406e	UCHAR	
[3151]	0	0x2000'406f	UCHAR	
[3152]	0	0x2000'4070	UCHAR	
[3153]	0	0x2000'4071	UCHAR	
[3154]	0	0x2000'4072	UCHAR	
[3155]	0	0x2000'4073	UCHAR	
[3156]	0	0x2000'4074	UCHAR	
[3157]	0	0x2000'4075	UCHAR	
[3158]	0	0x2000'4076	UCHAR	
[3159]	0	0x2000'4077	UCHAR	
[3160]	0	0x2000'4078	UCHAR	
[3161]	0	0x2000'4079	UCHAR	
[3162]	0	0x2000'407a	UCHAR	
[3163]	0	0x2000'407b	UCHAR	
[3164]	0	0x2000'407c	UCHAR	
[3165]	0	0x2000'407d	UCHAR	
[3166]	0	0x2000'407e	UCHAR	
[3167]	0	0x2000'407f	UCHAR	
[3168]	0	0x2000'4080	UCHAR	
[3169]	0	0x2000'4081	UCHAR	
[3170]	0	0x2000'4082	UCHAR	
[3171]	0	0x2000'4083	UCHAR	
[3172]	0	0x2000'4084	UCHAR	
[3173]	0	0x2000'4085	UCHAR	
[3174]	0	0x2000'4086	UCHAR	
[3175]	0	0x2000'4087	UCHAR	
[3176]	0	0x2000'4088	UCHAR	
[3177]	0	0x2000'4089	UCHAR	
[3178]	0	0x2000'408a	UCHAR	
[3179]	0	0x2000'408b	UCHAR	
[3180]	0	0x2000'408c	UCHAR	
[3181]	0	0x2000'408d	UCHAR	
[3182]	0	0x2000'408e	UCHAR	
[3183]	0	0x2000'408f	UCHAR	
[3184]	0	0x2000'4090	UCHAR	
[3185]	0	0x2000'4091	UCHAR	
[3186]	0	0x2000'4092	UCHAR	
[3187]	0	0x2000'4093	UCHAR	
[3188]	0	0x2000'4094	UCHAR	
[3189]	0	0x2000'4095	UCHAR	
[3190]	0	0x2000'4096	UCHAR	
[3191]	0	0x2000'4097	UCHAR	
[3192]	0	0x2000'4098	UCHAR	
[3193]	0	0x2000'4099	UCHAR	
[3194]	0	0x2000'409a	UCHAR	
[3195]	0	0x2000'409b	UCHAR	
[3196]	0	0x2000'409c	UCHAR	
[3197]	0	0x2000'409d	UCHAR	
[3198]	0	0x2000'409e	UCHAR	
[3199]	0	0x2000'409f	UCHAR	
